# gapseq version: 1.1 2f27651
# Transporter sequence DB md5sum: 878d922 (2021-07-07)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|D5FGJ2|2.A.55.2.7	2.A.55.2.7	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|D5FGJ2|2.A.55.2.7	27.586	6.42e-29	119	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163421	1162288	transporter
gnl|TC-DB|D5FGJ2|2.A.55.2.7	2.A.55.2.7	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|D5FGJ2|2.A.55.2.7	27.586	6.42e-29	119	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163421	1162288	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P0A769|2.A.55.3.1	2.A.55.3.1	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P0A769|2.A.55.3.1	41.058	6.74e-79	262	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163430	1162249	transporter
gnl|TC-DB|P96593|2.A.55.3.3	2.A.55.3.3	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P96593|2.A.55.3.3	42.356	7.07e-75	251	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1163442	1162255	transporter
gnl|TC-DB|P74223|2.A.56.3.1	2.A.56.3.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P74223|2.A.56.3.1	25.210	1.54e-15	73.6	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	96587	97276	transporter
gnl|TC-DB|P74223|2.A.56.3.1	2.A.56.3.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P74223|2.A.56.3.1	25.210	1.54e-15	73.6	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	96587	97276	transporter
gnl|TC-DB|P77214|2.A.6.1.4	2.A.6.1.4	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P77214|2.A.6.1.4	24.096	7.5	22.3	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	136382	136164	transporter
gnl|TC-DB|Q2G140|2.A.66.1.13	2.A.66.1.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q2G140|2.A.66.1.13	25.240	6.29e-31	123	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914564	913326	transporter
gnl|TC-DB|Q2G140|2.A.66.1.13	2.A.66.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q2G140|2.A.66.1.13	25.240	6.29e-31	123	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914564	913326	transporter
gnl|TC-DB|Q2G140|2.A.66.1.13	2.A.66.1.1	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q2G140|2.A.66.1.13	25.240	6.29e-31	123	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914564	913326	transporter
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.22	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D5CJ69|2.A.66.1.22	23.057	0.037	32.7	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1378558	1379664	transporter
gnl|TC-DB|Q7WZ38|2.A.66.1.37	2.A.66.1.37	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q7WZ38|2.A.66.1.37	23.641	2.70e-29	118	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914516	913263	transporter
gnl|TC-DB|Q7WZ38|2.A.66.1.37	2.A.66.1.37	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q7WZ38|2.A.66.1.37	23.641	2.70e-29	118	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914516	913263	transporter
gnl|TC-DB|Q84K71|2.A.66.1.54	2.A.66.1.54	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|Q84K71|2.A.66.1.54	25.474	3.09e-19	88.2	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1378369	1379724	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q93HR7|2.A.66.1.7	25.390	2.27e-18	84.7	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914513	913215	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q93HR7|2.A.66.1.7	25.390	2.27e-18	84.7	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914513	913215	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	thiamine	EX_cpd00305_e0	rxn09657	gnl|TC-DB|Q93HR7|2.A.66.1.7	25.390	2.27e-18	84.7	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	914513	913215	transporter
gnl|TC-DB|E0SFK1|2.A.69.3.2	2.A.69.3.2	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|E0SFK1|2.A.69.3.2	26.786	9.36e-13	65.5	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1895908	1895096	transporter
gnl|TC-DB|Q48797|2.A.69.4.5	2.A.69.4.5	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q48797|2.A.69.4.5	19.872	2.50e-09	54.7	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	911160	910225	transporter
gnl|TC-DB|V2FAS1|2.A.7.17.1	2.A.7.17.1	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|V2FAS1|2.A.7.17.1	41.497	6.08e-55	188	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550727	1549846	transporter
gnl|TC-DB|V2FAS1|2.A.7.17.1	2.A.7.17.1	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|V2FAS1|2.A.7.17.1	41.497	6.08e-55	188	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550727	1549846	transporter
gnl|TC-DB|V2FAS1|2.A.7.17.1	2.A.7.17.1	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|V2FAS1|2.A.7.17.1	41.497	6.08e-55	188	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550727	1549846	transporter
gnl|TC-DB|P46136|2.A.7.17.2	2.A.7.17.2	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P46136|2.A.7.17.2	40.893	4.13e-49	171	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550721	1549849	transporter
gnl|TC-DB|P46136|2.A.7.17.2	2.A.7.17.2	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|P46136|2.A.7.17.2	40.893	4.13e-49	171	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550721	1549849	transporter
gnl|TC-DB|P46136|2.A.7.17.2	2.A.7.17.2	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P46136|2.A.7.17.2	40.893	4.13e-49	171	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550721	1549849	transporter
gnl|TC-DB|P46136|2.A.7.17.2	2.A.7.17.2	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P46136|2.A.7.17.2	40.893	4.13e-49	171	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1550721	1549849	transporter
gnl|TC-DB|Q8TL61|2.A.72.1.2	2.A.72.1.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q8TL61|2.A.72.1.2	34.694	2.16e-76	262	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1808898	1810322	transporter
gnl|TC-DB|Q9CHU5|2.A.72.1.3	2.A.72.1.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q9CHU5|2.A.72.1.3	45.146	1.35e-159	506	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1808868	1810808	transporter
gnl|TC-DB|Q8NTP7|2.A.78.1.2	2.A.78.1.2	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|Q8NTP7|2.A.78.1.2	31.250	0.029	29.3	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2084252	2083983	transporter
gnl|TC-DB|Q8NTP7|2.A.78.1.2	2.A.78.1.2	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|Q8NTP7|2.A.78.1.2	31.250	0.029	29.3	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2084252	2083983	transporter
gnl|TC-DB|Q8NTP7|2.A.78.1.2	2.A.78.1.2	L-methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q8NTP7|2.A.78.1.2	31.250	0.029	29.3	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2084252	2083983	transporter
gnl|TC-DB|Q8NTP7|2.A.78.1.2	2.A.78.1.2	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|Q8NTP7|2.A.78.1.2	31.250	0.029	29.3	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2084252	2083983	transporter
gnl|TC-DB|Q73PT5|2.A.79.1.5	2.A.79.1.5	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q73PT5|2.A.79.1.5	21.168	0.002	34.3	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1583393	1582983	transporter
gnl|TC-DB|Q73PT5|2.A.79.1.5	2.A.79.1.5	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q73PT5|2.A.79.1.5	21.168	0.002	34.3	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1583393	1582983	transporter
gnl|TC-DB|P0ADD5|2.A.79.2.1	2.A.79.2.1	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P0ADD5|2.A.79.2.1	27.982	2.20e-09	53.9	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1584092	1583460	transporter
gnl|TC-DB|P0ADD5|2.A.79.2.1	2.A.79.2.1	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P0ADD5|2.A.79.2.1	27.982	2.20e-09	53.9	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1584092	1583460	transporter
gnl|TC-DB|P0ADD5|2.A.79.2.1	2.A.79.2.1	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P0ADD5|2.A.79.2.1	27.982	2.20e-09	53.9	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1584092	1583460	transporter
gnl|TC-DB|P50726|2.A.87.1.2	2.A.87.1.2	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|P50726|2.A.87.1.2	25.731	1.03e-08	50.4	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	55247	54777	transporter
gnl|TC-DB|D3EWM9|2.A.87.1.3	2.A.87.1.3	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|D3EWM9|2.A.87.1.3	25.698	5.68e-10	53.9	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	55289	54783	transporter
gnl|TC-DB|Q8Y5W0|2.A.87.1.4	2.A.87.1.4	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|Q8Y5W0|2.A.87.1.4	25.258	2.60e-08	49.7	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	55250	54705	transporter
gnl|TC-DB|Q6GUB0|2.A.88.1.1	2.A.88.1.1	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|Q6GUB0|2.A.88.1.1	39.735	3.80e-10	54.7	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1920839	1920417	transporter
gnl|TC-DB|O07620|2.A.88.1.9	2.A.88.1.9	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|O07620|2.A.88.1.9	30.460	0.007	33.1	88	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1920893	1920396	transporter
gnl|TC-DB|P74127|3.A.1.10.2	3.A.1.10.2	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P74127|3.A.1.10.2	43.671	1.16e-55	193	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272878	1271964	transporter
gnl|TC-DB|P74127|3.A.1.10.2	3.A.1.10.2	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P74127|3.A.1.10.2	43.671	1.16e-55	193	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272878	1271964	transporter
gnl|TC-DB|P44513|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P44513|3.A.1.10.3	36.246	4.49e-41	150	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272830	1271925	transporter
gnl|TC-DB|P44513|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P44513|3.A.1.10.3	36.246	4.49e-41	150	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272830	1271925	transporter
gnl|TC-DB|GAD20700.1|3.A.1.103.7	3.A.1.103.7	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|GAD20700.1|3.A.1.103.7	21.923	7.23e-09	52.8	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1829342	1828578	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q82VN5|3.A.1.10.4	41.392	8.90e-55	190	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272827	1272051	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q82VN5|3.A.1.10.4	41.392	8.90e-55	190	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272827	1272051	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|A1JLH0|3.A.1.10.5	33.803	3.49e-42	153	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661181	1662218	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|A1JLH0|3.A.1.10.5	33.803	3.49e-42	153	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661181	1662218	transporter
gnl|TC-DB|P30963|3.A.1.107.1	3.A.1.107.1	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|P30963|3.A.1.107.1	32.515	8.47e-13	62.8	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1403210	1402731	transporter
gnl|TC-DB|K6BJ24|3.A.1.107.4	3.A.1.107.4	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|K6BJ24|3.A.1.107.4	30.645	4.26e-15	70.1	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	601755	601204	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.1	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q3MAR5|3.A.1.11.10	40.909	2.48e-72	242	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661166	1662050	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.1	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q3MAR5|3.A.1.11.10	40.909	2.48e-72	242	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661166	1662050	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.10	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q3MAR5|3.A.1.11.10	40.909	2.48e-72	242	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661166	1662050	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.10	Spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q3MAR5|3.A.1.11.10	40.909	2.48e-72	242	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661166	1662050	transporter
gnl|TC-DB|P31134|3.A.1.11.2	3.A.1.11.2	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P31134|3.A.1.11.2	38.333	6.66e-66	223	92	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661145	1662188	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q97UY8|3.A.1.1.13	37.966	1.64e-57	198	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661990	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q97UY8|3.A.1.1.13	37.966	1.64e-57	198	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661990	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q97UY8|3.A.1.1.13	37.966	1.64e-57	198	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661990	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.488	1.81e-60	207	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661972	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.488	1.81e-60	207	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661972	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.488	1.81e-60	207	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1661972	transporter
gnl|TC-DB|Q97ZC0|3.A.1.1.15	3.A.1.1.15	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q97ZC0|3.A.1.1.15	43.960	1.42e-76	251	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661181	1662074	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	34.135	1.84e-35	130	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2095820	2096440	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	32.365	1.45e-34	127	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	693110	692403	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.16	Maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	51.639	2.19e-105	337	95	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661178	1662230	transporter
gnl|TC-DB|Q1M7Q1|3.A.1.11.6	3.A.1.11.6	gamma-aminobutyric acid	EX_cpd00281_e0	rxn13794	gnl|TC-DB|Q1M7Q1|3.A.1.11.6	42.033	9.66e-60	204	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1272878	1271817	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	47.550	4.84e-95	305	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1661121	1662158	transporter
